"OTUs";"taxa";"Aldex.kw.0.05";"Log_ratio.max";"Log_ratio.max2";"glmnet_sign.no0.CAU";"glmnet_sign.no0.CYM";"glmnet_sign.ext.CAU";"glmnet_sign.ext.CYM"
"OTU615";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__SM2D12.g__SM2D12.__";0;1;0;0;0;0;0
"OTU616";"d__Bacteria.p__Bacteroidota.c__Kapabacteria.o__Kapabacteriales.f__Kapabacteriales.g__Kapabacteriales.s__uncultured_organism";0;0;0;0;0;0;0
"OTU617";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__mle1.8.f__mle1.8.g__mle1.8.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU618";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Ectothiorhodospirales.f__Ectothiorhodospiraceae.g__Thiogranum.s__uncultured_gamma";0;1;0;0;1;0;0
"OTU619";"d__Bacteria.p__Fibrobacterota.c__Fibrobacteria.o__Fibrobacterales.__.__.__";0;0;0;0;0;0;0
"OTU620";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__uncultured.s__Clostridiales_bacterium";0;1;0;0;1;0;0
"OTU621";"d__Bacteria.p__Sumerlaeota.c__Sumerlaeia.o__Sumerlaeales.f__Sumerlaeaceae.g__Sumerlaea.__";0;1;0;0;0;0;0
"OTU622";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__uncultured.g__uncultured.s__uncultured_Bacteroidetes";0;1;0;1;0;0;0
"OTU623";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Bradymonadales.f__Bradymonadales.g__Bradymonadales.s__delta_proteobacterium";0;0;0;0;0;0;0
"OTU624";"d__Bacteria.p__Planctomycetota.__.__.__.__.__";0;0;0;0;0;0;0
"OTU625";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__pItb.vmat.80.f__pItb.vmat.80.g__pItb.vmat.80.__";0;0;0;0;0;0;0
"OTU626";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Rickettsiaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU627";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Hyphomonas.__";0;0;0;0;0;0;0
"OTU628";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Rs.M59_termite_group.g__Rs.M59_termite_group.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU629";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae.g__Carboxylicivirga.s__Carboxylicivirga_flava";0;0;0;0;0;0;0
"OTU630";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Legionellales.f__Legionellaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU631";"d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Campylobacteraceae.g__Campylobacter.s__uncultured_Epsilonproteobacteria";0;1;0;1;0;0;0
"OTU632";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.__.__.__";0;0;0;0;0;0;0
"OTU633";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Sandaracinaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU634";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__Ardenticatenales.f__uncultured.g__uncultured.s__uncultured_Bellilinea";0;0;0;0;0;0;0
"OTU635";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Desulfuromonadia.f__Syntrophotaleaceae.g__Syntrophotalea.s__uncultured_delta";0;0;0;0;0;0;0
"OTU636";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Gallionellaceae.__.__";0;0;0;0;0;0;0
"OTU637";"d__Bacteria.p__Gemmatimonadota.c__MD2902.B12.o__MD2902.B12.f__MD2902.B12.g__MD2902.B12.s__uncultured_organism";0;0;0;0;0;0;0
"OTU638";"d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae.g__Subgroup_23.s__uncultured_Acidobacterium";0;0;0;0;0;0;0
"OTU639";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Muricauda.__";0;0;0;0;0;0;0
"OTU640";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Defluviitaleaceae.g__Defluviitaleaceae_UCG.011.__";0;1;0;0;0;0;0
"OTU641";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Vallitalea.__";0;0;0;0;0;0;0
"OTU642";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__uncultured.s__uncultured_Bacteroidetes.Chlorobi";0;0;0;0;0;0;0
"OTU643";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__CCM11a.f__CCM11a.g__CCM11a.s__uncultured_planctomycete";0;0;0;0;0;0;0
"OTU644";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU645";"d__Bacteria.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.g__SM23.31.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU646";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Ectothiorhodospirales.f__Ectothiorhodospiraceae.__.__";0;1;0;0;0;0;0
"OTU647";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Thiotrichaceae.g__Thiothrix.__";0;0;0;0;0;0;0
"OTU648";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Puniceispirillales.f__uncultured.g__uncultured.s__uncultured_Rhodospirillaceae";0;1;0;0;0;0;0
"OTU649";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Chloroplast.f__Chloroplast.g__Chloroplast.s__Cylindrotheca_closterium";0;0;0;0;0;0;0
"OTU650";"d__Bacteria.p__Planctomycetota.c__Pla4_lineage.o__Pla4_lineage.f__Pla4_lineage.g__Pla4_lineage.s__uncultured_Planctomycetales";0;0;0;0;0;0;0
"OTU651";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Gracilibacteria.f__Gracilibacteria.g__Gracilibacteria.s__uncultured_marine";0;0;0;0;0;0;0
"OTU652";"d__Archaea.p__Asgardarchaeota.c__Lokiarchaeia.o__Lokiarchaeia.f__Lokiarchaeia.g__Lokiarchaeia.__";0;0;0;0;1;0;0
"OTU653";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Haloferula.s__uncultured_Verrucomicrobiae";0;0;0;0;0;0;0
"OTU654";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Cryomorphaceae.g__uncultured.__";0;1;0;0;0;0;0
"OTU655";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Bradymonadales.f__Bradymonadales.g__Bradymonadales.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU656";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Salinispira.__";0;0;0;0;0;0;0
"OTU657";"d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__OPB41.f__OPB41.g__OPB41.s__unidentified_marine";0;1;0;0;1;0;0
"OTU658";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__uncultured.__";0;1;0;0;0;0;0
"OTU659";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Mitochondria.g__Mitochondria.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU660";"d__Bacteria.p__Latescibacterota.c__Latescibacterota.o__Latescibacterota.f__Latescibacterota.g__Latescibacterota.s__uncultured_delta";0;0;0;0;0;0;0
"OTU661";"d__Bacteria.p__Margulisbacteria.c__Margulisbacteria.o__Margulisbacteria.f__Margulisbacteria.g__Margulisbacteria.s__uncultured_organism";0;0;0;0;0;0;0
"OTU662";"d__Bacteria.p__Sva0485.c__Sva0485.o__Sva0485.f__Sva0485.g__Sva0485.s__uncultured_Desulfobulbaceae";0;0;0;0;0;0;0
"OTU663";"d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_9.f__Subgroup_9.g__Subgroup_9.s__uncultured_bacterium";0;1;0;0;1;0;0
"OTU664";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Lentimicrobiaceae.g__Lentimicrobiaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU665";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Gammaproteobacteria_Incertae_Sedis.f__Unknown_Family.g__Endothiovibrio.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU666";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae.g__Carboxylicivirga.s__Carboxylicivirga_taeanensis";0;0;0;0;0;0;0
"OTU667";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__FW22.f__FW22.g__FW22.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU668";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Formosa.__";0;0;0;0;0;0;0
"OTU669";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2.s__Oceanispirochaeta_litoralis";0;0;0;0;0;0;0
"OTU670";"d__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Bacillus.__";0;0;0;0;0;0;0
"OTU671";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae.g__Desulforhopalus.__";0;1;0;0;0;0;0
"OTU672";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Sedimenticolaceae.g__uncultured.s__Escarpia_spicata";0;0;0;0;0;0;0
"OTU673";"d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadales.g__Saccharimonadales.__";0;0;0;0;0;0;0
"OTU674";"d__Bacteria.p__Gemmatimonadota.c__BD2.11_terrestrial_group.o__BD2.11_terrestrial_group.f__BD2.11_terrestrial_group.g__BD2.11_terrestrial_group.s__uncultured_bacterium";0;0;0;0;0;1;0
"OTU675";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.__.__";0;1;0;0;0;0;0
"OTU676";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Cellvibrionaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU677";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.__.__";0;0;0;0;0;0;0
"OTU678";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__MSBL5.f__MSBL5.g__MSBL5.__";0;0;0;0;0;0;0
"OTU679";"d__Bacteria.p__Zixibacteria.c__Zixibacteria.o__Zixibacteria.f__Zixibacteria.g__Zixibacteria.s__uncultured_delta";0;1;0;0;0;0;0
"OTU680";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea.__";0;0;0;0;0;0;0
"OTU681";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__Ascidiimonas.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU682";"d__Bacteria.p__Firmicutes.c__Clostridia.__.__.__.__";0;0;0;0;0;0;0
"OTU683";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__Eel.36e1D6.g__Eel.36e1D6.__";0;0;0;0;0;0;0
"OTU684";"d__Bacteria.p__Acidobacteriota.c__Aminicenantia.o__Aminicenantales.f__Aminicenantales.g__Aminicenantales.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU685";"d__Bacteria.p__PAUC34f.c__PAUC34f.o__PAUC34f.f__PAUC34f.g__PAUC34f.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU686";"d__Bacteria.p__Calditrichota.c__Calditrichia.o__Calditrichales.f__Calditrichaceae.g__SM23.31.s__Cloacimonetes_bacterium";0;0;0;0;0;0;0
"OTU687";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__uncultured.f__uncultured.g__uncultured.s__uncultured_euryarchaeote";0;0;0;0;0;0;0
"OTU688";"d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_17.f__Subgroup_17.g__Subgroup_17.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU689";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidetes_BD2.2.g__Bacteroidetes_BD2.2.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU690";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__A4b.g__A4b.__";0;0;0;0;0;0;0
"OTU691";"d__Bacteria.p__WS2.c__WS2.o__WS2.f__WS2.g__WS2.__";0;1;0;0;0;0;0
"OTU692";"d__Bacteria.p__Sva0485.c__Sva0485.o__Sva0485.f__Sva0485.g__Sva0485.s__metagenome";0;0;0;0;0;0;0
"OTU693";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__uncultured.s__bioreactor_metagenome";0;0;0;0;0;0;0
"OTU694";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Flavobacteriaceae.g__NS5_marine_group.s__uncultured_Flavobacterium";0;1;0;0;1;0;0
"OTU695";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae.g__Verruc.01.__";0;1;0;0;0;0;0
"OTU696";"d__Bacteria.p__Planctomycetota.c__OM190.o__OM190.f__OM190.g__OM190.s__uncultured_bacterium";0;0;0;0;0;1;0
"OTU697";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__GIF9.f__AB.539.J10.g__SCGC.AB.539.J10.__";0;0;0;0;0;0;0
"OTU698";"d__Archaea.p__Asgardarchaeota.c__Lokiarchaeia.o__Lokiarchaeia.f__Lokiarchaeia.g__Lokiarchaeia.s__uncultured_marine";0;0;0;0;0;0;0
"OTU699";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__SZB50.f__SZB50.g__SZB50.__";0;0;0;0;0;0;0
"OTU700";"d__Bacteria.p__SAR324_clade.Marine_group_B..c__SAR324_clade.Marine_group_B..o__SAR324_clade.Marine_group_B..f__SAR324_clade.Marine_group_B..g__SAR324_clade.Marine_group_B..s__uncultured_organism";0;1;0;0;1;0;0
"OTU701";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Fusibacteraceae.g__Fusibacter.s__Acidaminobacter_sp.";0;0;0;0;0;0;0
"OTU702";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU703";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__uncultured.g__uncultured.s__uncultured_organism";0;0;0;0;0;0;0
"OTU704";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Caulobacterales.f__Hyphomonadaceae.g__Hirschia.__";0;0;0;0;0;0;0
"OTU705";"d__Archaea.p__Asgardarchaeota.c__Lokiarchaeia.o__Lokiarchaeia.f__Lokiarchaeia.g__Lokiarchaeia.s__uncultured_euryarchaeote";0;0;0;0;0;0;0
"OTU706";"d__Bacteria.p__Myxococcota.c__Polyangia.o__UASB.TL25.f__UASB.TL25.g__UASB.TL25.__";0;1;0;0;1;0;0
"OTU707";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Haliangiales.f__Haliangiaceae.g__Haliangium.s__uncultured_deep.sea";0;0;0;0;0;0;0
"OTU708";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Gracilibacteria.f__Gracilibacteria.g__Gracilibacteria.s__uncultured_organism";0;1;0;0;1;0;0
"OTU709";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Fusibacteraceae.g__Fusibacter.__";0;0;0;0;0;0;0
"OTU710";"d__Bacteria.p__Patescibacteria.c__WWE3.o__WWE3.f__WWE3.g__WWE3.s__uncultured_Parcubacteria";0;0;0;0;0;0;0
"OTU711";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Diplorickettsiales.f__Diplorickettsiaceae.g__uncultured.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU712";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__Desulfocapsaceae.g__Desulfotalea.__";0;0;0;0;0;0;0
"OTU713";"d__Bacteria.p__NKB15.c__NKB15.o__NKB15.f__NKB15.g__NKB15.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU714";"d__Bacteria.p__Verrucomicrobiota.c__Omnitrophia.o__Omnitrophales.f__Omnitrophales.g__Omnitrophales.s__uncultured_bacterium";0;1;0;0;1;0;0
"OTU715";"d__Archaea.p__Euryarchaeota.c__Thermococci.o__Methanofastidiosales.f__uncultured.g__uncultured.s__uncultured_euryarchaeote";0;0;0;0;0;0;0
"OTU716";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cyclobacteriaceae.g__Reichenbachiella.s__Reichenbachiella_versicolor";0;0;0;0;0;0;0
"OTU717";"d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2.s__Spirochaeta_cellobiosiphila";0;1;0;0;0;0;0
"OTU718";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Pedosphaerales.f__Pedosphaeraceae.g__Pedosphaeraceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU719";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rickettsiales.f__Mitochondria.g__Mitochondria.s__uncultured_organism";0;0;0;0;0;0;0
"OTU720";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__SS1.B.02.17.f__SS1.B.02.17.g__SS1.B.02.17.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU721";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Diplorickettsiales.f__Diplorickettsiaceae.g__Aquicella.__";0;0;0;0;0;0;0
"OTU722";"d__Bacteria.p__Elusimicrobiota.c__Elusimicrobia.o__MVP.88.f__MVP.88.g__MVP.88.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU723";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__uncultured.s__Clostridium_sp.";0;0;0;0;0;0;0
"OTU724";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__EV818SWSAP88.f__EV818SWSAP88.g__EV818SWSAP88.__";0;0;0;0;0;0;0
"OTU725";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Chthoniobacterales.__.__.__";0;0;0;0;0;0;0
"OTU726";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__uncultured.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU727";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU728";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Glaciecola.__";0;1;0;0;0;0;0
"OTU729";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Kaiserbacteria.f__Candidatus_Kaiserbacteria.g__Candidatus_Kaiserbacteria.s__uncultured_organism";0;1;0;0;1;0;0
"OTU730";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group.g__Clostridia_vadinBB60_group.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU731";"d__Bacteria.p__Latescibacterota.c__Latescibacteria.o__Latescibacterales.f__Latescibacteraceae.g__Candidatus_Latescibacter.__";0;0;0;0;0;0;0
"OTU732";"d__Bacteria.p__Desulfobacterota.c__Desulfobulbia.o__Desulfobulbales.f__uncultured.g__uncultured.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU733";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Bythopirellula.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU734";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Magnetospiraceae.g__Magnetospiraceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU735";"d__Bacteria.p__Desulfobacterota.c__Desulfomonilia.o__Desulfomonilales.f__Desulfomonilaceae.g__Desulfomonile.s__uncultured_bacterium";0;0;0;0;0;0;1
"OTU736";"d__Bacteria.p__Dadabacteria.c__Dadabacteriia.o__Dadabacteriales.f__Dadabacteriales.g__Dadabacteriales.s__uncultured_organism";0;0;0;0;0;0;0
"OTU737";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Thiotrichaceae.g__uncultured.s__uncultured_beta";0;0;0;0;0;0;0
"OTU738";"d__Bacteria.p__Myxococcota.c__Polyangia.o__UASB.TL25.f__UASB.TL25.g__UASB.TL25.s__uncultured_Kofleriaceae";0;1;0;0;0;0;0
"OTU739";"d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.f__Vermiphilaceae.g__Vermiphilaceae.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU740";"d__Bacteria.p__Bacteroidota.c__SJA.28.o__SJA.28.f__SJA.28.g__SJA.28.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU741";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Oligosphaerales.f__Lenti.02.g__Lenti.02.__";0;0;0;0;0;0;0
"OTU742";"d__Bacteria.p__Planctomycetota.c__Pla4_lineage.o__Pla4_lineage.f__Pla4_lineage.g__Pla4_lineage.s__uncultured_bacterium";0;1;0;1;0;0;0
"OTU743";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Milano.WF1B.44.f__Milano.WF1B.44.g__Milano.WF1B.44.__";0;1;0;0;0;0;0
"OTU744";"d__Bacteria.p__Cyanobacteria.c__Vampirivibrionia.o__Caenarcaniphilales.f__Caenarcaniphilales.g__Caenarcaniphilales.__";0;0;0;0;0;0;0
"OTU745";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__uncultured.s__bacterium_enrichment";0;0;0;0;0;0;0
"OTU746";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Arenicellales.f__Arenicellaceae.g__Arenicellaceae.s__uncultured_gamma";0;0;0;0;0;0;0
"OTU747";"d__Bacteria.p__PAUC34f.c__PAUC34f.o__PAUC34f.f__PAUC34f.g__PAUC34f.s__uncultured_microorganism";0;0;0;0;0;0;0
"OTU748";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Fusibacteraceae.g__Fusibacter.s__bioreactor_metagenome";0;0;0;0;0;0;0
"OTU749";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU750";"d__Bacteria.p__Desulfobacterota.c__Syntrophobacteria.o__Syntrophobacterales.f__uncultured.g__uncultured.s__uncultured_delta";0;1;0;0;1;0;0
"OTU751";"d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__LD1.PA32.f__LD1.PA32.g__LD1.PA32.s__metagenome";0;0;0;0;0;0;0
"OTU752";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU753";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__SBR1031.f__SBR1031.g__SBR1031.s__uncultured_microorganism";0;0;0;0;0;0;0
"OTU754";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae.g__Carboxylicivirga.s__Cytophaga_sp.";0;0;0;0;0;0;0
"OTU755";"d__Bacteria.p__Fibrobacterota.c__Chitinivibrionia.o__uncultured.f__uncultured.g__uncultured.s__uncultured_bacterium";0;1;0;0;0;0;0
"OTU756";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Thalassobaculales.f__Nisaeaceae.g__Nisaea.__";0;0;0;0;0;0;0
"OTU757";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__SM1A02.s__uncultured_organism";0;0;0;0;0;0;0
"OTU758";"d__Bacteria.p__Myxococcota.c__Polyangia.o__Polyangiales.f__BIrii41.g__BIrii41.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU759";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.__.__.__.__";0;1;0;0;0;0;0
"OTU760";"d__Bacteria.p__Verrucomicrobiota.c__Kiritimatiellae.o__Kiritimatiellales.f__Kiritimatiellaceae.g__R76.B128.s__uncultured_bacterium";0;0;0;0;0;0;0
"OTU761";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__Sva0996_marine_group.__";0;1;0;1;0;0;0
"OTU762";"d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__AKAU3564_sediment_group.g__AKAU3564_sediment_group.__";0;0;0;0;0;0;0
"OTU763";"d__Bacteria.p__Myxococcota.c__Polyangia.o__PS.B29.f__PS.B29.g__PS.B29.s__uncultured_organism";0;0;0;0;0;0;0
"OTU764";"d__Bacteria.p__Patescibacteria.c__Microgenomatia.o__Candidatus_Pacebacteria.f__Candidatus_Pacebacteria.g__Candidatus_Pacebacteria.__";0;0;0;0;0;0;0
"OTU765";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Stappiaceae.g__Labrenzia.__";0;1;0;0;0;0;0
"OTU766";"d__Bacteria.p__Hydrogenedentes.c__Hydrogenedentia.o__Hydrogenedentiales.f__Hydrogenedensaceae.g__Hydrogenedensaceae.s__uncultured_organism";0;0;0;0;0;0;0
"OTU767";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Eurycoccales.f__Eurycoccales_Incertae_Sedis.g__Synechococcus_PCC.7336.s__Oscillatoriales_cyanobacterium";0;0;0;0;0;0;0
"OTU768";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.__.__.__";0;0;0;0;0;0;0
"OTU769";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__uncultured.__";0;0;0;0;0;0;0
"OTU770";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Litoricolaceae.g__Litoricola.s__Litoricola_marina";0;0;0;0;0;0;0
